iter	Logloss
674	0.2522365252
675	0.2520630625
676	0.2519671122
677	0.2519163291
678	0.2516874737
679	0.2515384886
680	0.2514033318
681	0.2512659497
682	0.2510204315
683	0.2508902815
684	0.2506731351
685	0.250527011
686	0.2503133085
687	0.2501588398
688	0.2499799199
689	0.2498438888
690	0.2496505578
691	0.2494442198
692	0.2492073907
693	0.2490269873
694	0.2489134471
695	0.2487183147
696	0.2485104402
697	0.2483940919
698	0.2481941117
699	0.2480831676
700	0.2479192946
701	0.2477944162
702	0.2476118406
703	0.2474415832
704	0.2471160359
705	0.2470257017
706	0.2468636036
707	0.2466566298
708	0.2465394338
709	0.246327983
710	0.2461650901
711	0.2460312049
712	0.2459246847
713	0.2457011011
714	0.2455498377
715	0.2453992632
716	0.2451711496
717	0.244954586
718	0.2448377079
719	0.2446131176
720	0.2445020941
721	0.2443347242
722	0.2438899146
723	0.2435407639
724	0.2434413433
725	0.2433222665
726	0.243074788
727	0.242869695
728	0.2427077293
729	0.2425068749
730	0.2424004873
731	0.242146651
732	0.2420716816
733	0.2419934803
734	0.2418106927
735	0.2416308721
736	0.2415893343
737	0.241480271
738	0.2413691415
739	0.2411920759
740	0.2409920163
741	0.2407164044
742	0.2405139605
743	0.2402135001
744	0.2399894396
745	0.2397900687
746	0.2395509084
747	0.2392705017
748	0.2391028404
749	0.2389643722
750	0.2388225396
751	0.2387124697
752	0.238497946
753	0.2383212513
754	0.238149378
755	0.2379140059
756	0.2376977073
757	0.237618049
758	0.2373373773
759	0.2371579806
760	0.2370562818
761	0.2369156149
762	0.2367932002
763	0.2365841071
764	0.2364448176
765	0.2362362544
766	0.2361271646
767	0.2360105515
768	0.2358495924
769	0.2357699076
770	0.2356075181
771	0.2352053324
772	0.2350786527
773	0.2350303332
774	0.2349121835
775	0.234802511
776	0.2346261342
777	0.2344798512
778	0.2343205081
779	0.2341438929
780	0.233991517
781	0.2338600689
782	0.2336935997
783	0.2335729334
784	0.2332454522
785	0.2330959373
786	0.2329575221
787	0.232795318
788	0.2327184412
789	0.232394033
790	0.232092354
791	0.2319663631
792	0.231815709
793	0.2316986985
794	0.2314316697
795	0.2310864131
796	0.2309766875
797	0.2307829857
798	0.2305396398
799	0.2303334342
800	0.2302657498
801	0.2301198377
802	0.2298848364
803	0.2296646966
804	0.2293883959
805	0.2292837302
806	0.2291048103
807	0.2288989491
808	0.2287170357
809	0.2286339601
810	0.2284011046
811	0.2281827397
812	0.2281170421
813	0.2279391819
814	0.2277711233
815	0.2275822163
816	0.2274437745
817	0.2273674541
818	0.22725953
819	0.2271603478
820	0.2270166609
821	0.2268109851
822	0.2266407543
823	0.2265259425
824	0.2264308135
825	0.2262720532
826	0.2261750433
827	0.225853814
828	0.2257319291
829	0.2255780167
830	0.2252736092
831	0.2251829041
832	0.2251106368
833	0.2248741256
834	0.2246938811
835	0.2244284948
836	0.2242995633
837	0.2240365081
838	0.223868423
839	0.2237357828
840	0.2236687872
841	0.2233302328
842	0.2230533494
843	0.2229848968
844	0.2228067186
845	0.2225562731
846	0.2223024368
847	0.2220780585
848	0.2219364378
849	0.2217853069
850	0.2216087712
851	0.2214708991
852	0.2214015192
853	0.2211606105
854	0.2208784156
855	0.2208041483
856	0.2205931611
857	0.2204548253
858	0.220298436
859	0.2200431029
860	0.2199161318
861	0.2197899024
862	0.2195883857
863	0.2194098764
864	0.219252891
865	0.219108608
866	0.219027453
867	0.2188811832
868	0.2187316815
869	0.2184574339
870	0.218435857
871	0.2182893621
872	0.2181237804
873	0.2180404531
874	0.2178794543
875	0.217635764
876	0.2175391383
877	0.2175136805
878	0.2174528175
879	0.2172346777
880	0.2171870205
881	0.217020154
882	0.2168778843
883	0.2168246243
884	0.2164599895
885	0.216274235
886	0.2162070804
887	0.2161837286
888	0.2160466115
889	0.2159091367
890	0.215804312
891	0.2156700823
892	0.2154449622
893	0.2153569725
894	0.2152885993
895	0.2150975068
896	0.2149782976
897	0.2149093681
898	0.2147806221
899	0.2146836652
900	0.2146232261
901	0.2145223088
902	0.2141067982
903	0.2140323321
904	0.2138491207
905	0.2137292756
906	0.2136083576
907	0.2134894
908	0.2133992513
909	0.2132546637
910	0.2131755352
911	0.2130935457
912	0.2129353285
913	0.2127921846
914	0.212603516
915	0.2124270995
916	0.2123333083
917	0.212169634
918	0.2119669252
919	0.2118920883
920	0.2118222316
921	0.2116927836
922	0.2113763624
923	0.2111891641
924	0.2110784451
925	0.2108065287
926	0.2105414602
927	0.2104824914
928	0.2103531361
929	0.2102241913
930	0.2100435098
931	0.2098211977
932	0.2096724908
933	0.2095265388
934	0.2094051308
935	0.2093385723
936	0.2091653612
937	0.2090250916
938	0.2088213762
939	0.2085789575
940	0.2083507511
941	0.2082916101
942	0.2082452774
943	0.2081076834
944	0.207988633
945	0.2079195446
946	0.2077939775
947	0.2077378697
948	0.2076017062
949	0.2074706025
950	0.2073348761
951	0.2072144879
952	0.2071028153
953	0.206824806
954	0.2067202992
955	0.2064370579
956	0.2063461675
957	0.2061487701
958	0.2057908111
959	0.205614845
960	0.2054736614
961	0.2054138316
962	0.2049921354
963	0.2048242887
964	0.2047496637
965	0.2045865059
966	0.2042506006
967	0.2040973504
968	0.2039804194
969	0.2037648625
970	0.2036804093
971	0.2036196391
972	0.2035379277
973	0.2034900851
974	0.2031490538
975	0.203117768
976	0.2029964659
977	0.2028655741
978	0.2027635574
979	0.2026419904
980	0.2024273343
981	0.2023013168
982	0.2020720376
983	0.2020017836
984	0.2017550204
985	0.2016406457
986	0.201505767
987	0.201434652
988	0.2011269861
989	0.2010833952
990	0.2010510895
991	0.2009386089
992	0.2008346717
993	0.200739291
994	0.2005213102
995	0.2004592684
996	0.2003457944
997	0.2003171974
998	0.2000901964
999	0.199969742
